tweet,hatespeech
"Na carta, a menina diz que o pai é 'ruim' e que estupra as duas irmãs dela. Ela também afirma que o pai deixa as... https://t.co/7zERlgeAVj",0
Nada contra negros mas EU PREFIRO aquele branquelo palmito cor de leite pra bejar na boca rsrs,1
nada contra negros mas minha filha não vai trazer bandido pra casa não...............,1
nada contra negros mas nada contra usar desodorante tb ne,1
NADA É POR ACASO... https://t.co/AaghpSwxl4,0
nada melhor do que apreciar o impeachment aqui no meu ap na zona sulsó nao sei pq minha empregada tá chorando coitada nem conhece política,1
Nada me move contra um homossexual. Conheço alguns. Sejam livres.Mas é anti-natura e a sua promoção é aberrante!https://t.co/MFGezMkmVQ,0
Na hora de não votar no Bolsonaro todos os políticos são corruptos. Na hora de votar pelo impeachment não. Parabéns _ https://t.co/ojg0Ku0gjw,0
"na hora nem me toquei que era por causa do dia da mulher, cuidado com a burra",1
@Nai_oli88 o que eu conheço de sapatão racista.....,1
Na internet:#SomosTodasPutasNa vida real:Não me chame de puta! Isso é machismo! Mimimi,1
Na luta contra os jogadores de Golf e todos esses pulhas vagabundos bundões que insistem em passar creme na porra do rosto! Creme não porra!,1
"NA MINHA ÉPOCA NÃO TINHA REDE SOCIAL, PROBLEMATIZAÇÃO, IUTUBERS... A GENTE JOGAVA BOLA, FAZIA SEXO, TRABALHAVA... _ https://t.co/Ga0f0bIBmv",0
Na minha época o padre só pagava um pastel e um caldo de cana https://t.co/8gg32MRm8D,1
Na minha sala só tem viado e sapatão  e a coisa mais engraçada do mundo,1
na moral mulher guando e burra não tem jeito,1
"'Namoras com uma cachopa e não usas o dia da mulher para irem as duas jantar fora? Tas burra?'Não, mãe. Estou pobre",1
Não aceitamos o faz-de-conta da hipocrisia. Lutamos contra a censura do sistema e o marxismo-cultural.@EsquerdaNet https://t.co/uME1JjUSTI,0
#NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no Oriente Medio,0
Não achei meu nome aí 8) https://t.co/lOgDuyzkBz,0
"Não acho burra a mulher que prefere se separar do que viver de mentiras, otária é quem gosta de ser corna e se fazer de feliz..",1
Não acredite na mídia (notícias falsas) convencional. A Casa Branca está indo MUITO BEM. EU herdei uma BAGUNÇA e es _ https://t.co/mRT3dEURv5,0
"Não acredito que um juiz colocaria nosso país em tal risco. Se algo acontecer, culpe-o junto com o sis. legal. Estã _ https://t.co/ctA8G3dZjP",1
Não adianta nada fazer textão de dia das mulheres e quando liga no callcenter chamar a atendente de burra  e dizer 'tinha que ser mulher' :),1
"Não adianta, o progressismo não tem como dar certo.#AmorESexo https://t.co/qMDipXEPtk",0
"Não adianta porra nenhuma vc ter ido a rua em 2016 e agora em 2018 continuar votando no PSDB,PT,PMDB...",0
'Não aumentarei a carga fiscal... assumo que me demitirei se não houver outra alternativa. Temos de honrar a palavr _ https://t.co/kHfaQid6oQ,0
Não basta o RJ na escória..ainda vai causar confusão em São Paulo @misscaviar @FussballSehr @ajulysantos _ https://t.co/rg9144sSds,0
Não basta os escandalos de corrupção..mas tudo de ruim que o marxismo trouxe tambem. https://t.co/ssIPLIF918,0
não brocha com calcinha bege,0
"'Não chega fazer a legislação, é preciso aplicá-la em Angola' diz Rosado de Carvalho - https://t.co/fMuRJd7uzghttps://t.co/BXlJ17JjSr",0
"não! 1 coisa ñ elimina a outra! RT @Quase_Gay @agdabritto ain menina tenho entrevista d emprego semana que vem, vou sair da prostituição #rs",1
"Não comece o seu dia com os mesmos problemas dos dias anteriores, hoje é o primeiro dia dos restantes dias da sua v _ https://t.co/0xpvp6GNW3",0
"'não come mel, morde marimbondo'",0
Não comparecerei ao Jantar da Associação de Correspondentes da Casa Branca este ano. Desejo a todos o melhor e uma _ https://t.co/kr0xHCMM2N,0
Não conheço absolutamente ninguém mas pro @JornalOGlobo a chamada é 'INVADINDO'. https://t.co/KhoRj4xxNy,0
não conheço a proposta de lei mas se veio do bolsonaro eu apoio,0
"Não da pra aguentar conviver com um fã de Legião Urbana!!!!! Na duvida, fuja.",1
"não da tapa na bundinha, da cotovelada nas costas !",0
Não deixe as NOTÍCIAS FALSAS te dizerem que há um grande conflito no governo Trump. Estamos nos dando muito bem e p _ https://t.co/IBXhrLqcf8,0
nao deu pra carregar meu passe pq a mulher do setuf eh uma burra,1
Não deve faltar muito para o Coelho e a Cristas virem dizer que o cancelamento do Fim do Mundo é mais um sinal da fragilidade da Geringonça.,0
Não devia boiar em condições https://t.co/lCcOv1zrgC,0
Não é a toa que Twitter começa com T de treta,0
"Não, em Angola não se fala criolo. Não, não te posso ensinar a dançar kizomba. Pára de dizer ewe e xe a falar cmg.",0
NÃO ENTENDI NADA 'MINA TÁ DE BOI' TRADUZ#JoaquinResponde https://t.co/rWb54EBTaE,0
não é obvio???? https://t.co/FGz5aBRdLG,0
Não é o próprio governo ao estar sempre  a falar disto que causa mais ruído?? https://t.co/LR5O6Az65T,0
nao é pq o mito diz que mulher grávida tem que receber menos que ele é machista gente https://t.co/PQSwnv013j,0
'''''nao é que eu sou racista mas ele é  negro''''',1
"não é questão de 'razão pra ser feminista', é questão que o feminismo não é direito de mulher nada, só serve p/ coo _ https://t.co/wTYtMwyoU4",1
Não é só isso! Falta punição pra estuprador e assassinos! https://t.co/p8VW4BK7Gi,0
"Não é só porque tá na moda, que é bonito, mulheres. #cuidem",1
Não estou acreditando! Cadê os nossos senadores? https://t.co/bvdCYz6EYI,0
"Não é uma nem duas, mas sim 10 sugestões para que o dia do pai não passe em branco! https://t.co/R2LgzTdaw7https://t.co/VaqutA4EVD",0
"Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !",1
não existe nenhuma prova contra a dilma e mesmo assim ela está em processo de impeachmentbeijão deus te ama https://t.co/JtJMx9F0eb,0
Não faço ideia o que é que a Emma Stone disse no discurso de aceitação do Óscar.Mas ficava a ouvi-la em loop a noite toda#Oscars,0
NÃO FALO DE COISAS MUITO PESSOAIS USO A REDE SOCIAL PARA DESCONTRAIR  #JoaquinResponde https://t.co/cuaI0pe00c,0
Não faz a barba todo dia.,0
"Não 'faz as unhas' e nem corta com tesoura, corta com o trinco mesmo.",1
não foi dessa vez #chatiado #HabemusPapam http://t.co/QQHqXriNbv,0
NÃO FOI 7X1 PORQUE O DAVID LUIZ SAIU DO P.S.G.,0
"Não gente, poderiam ter sido 2 criticas mesmo. Não se prendem a isso não. https://t.co/vB3Aceu8pY",0
Não gosta de 'bater papo' no MSN. Ele responde porque os outros falam. Nem tem tempo pra frescura.,0
Não gosta de fazer compras. Faz porque a mulher força.,1
não gostaria de entrar e tomar um copo de ades maçã?,0
não há como negar a biologia....por mais que a esquerda queira decontruir com pensamentos filosóficos esdrúxulos _ https://t.co/6VszOgWmKb,0
Não  hahaFeminismo: - defende TODAS as pautas da esquerda.- é só a esquerda perder que faz protesto-nunca prote _ https://t.co/WjvqaAfL1S,1
"não há nada de engraçado, só gente mentirosa sendo desmascarada e fugindo sem refutar nenhum argumento! https://t.co/OZ9kfCML1a",0
Não ia caber https://t.co/98XtbDc8LB,0
Não importa se e feia ou bonita gorda ou magra toda mina deve ser respeitada..,0
não lava aquela cueca q acabou de comprar antes de usar,0
nao ligo que o temer acabou com o ministério da cultura nem q nao tenha ministros negros pelo menos ele sabe conjugar um verbo,1
"'....não manda ajustar a calça, deixa um espaço pra sua Smith & Wesson entrar em ação.'",0
Não! Nasceu em 13.12.1978! #Acredite! Meu Apelido de infância: Maria Desastre RT @AlineBorel    tá pra nascer pessoa mais desastrada que eu.,0
"Não, o Dunga não é @homemdeverdade ! É apenas um ignorante de verdade.",1
"não ouço falar nada de liechtenstein outro país que não aceitou 'refugiados', manteve a id cultural e nacional, frio e é monarquia. foda.",0
Não pode haver construção para Europa e outra para Angola https://t.co/rMoZq3920mhttps://t.co/u74WOgvl0h,0
Não pode ser séria essa chamada... QUER DIZER QUE ÔNIBUS RESOLVE PEGAR FOGO ASSIM DO NADA??!? https://t.co/r9pG0N75Kl,0
"Não posso ser repórter em Angola, não aguento essas broas! Ia rir na cara das pessoas. https://t.co/JrmnrjLuIz",1
"Não, pq p/ mim ñ faz sentido ter filhos p/ ficarem num mundo tão injusto e violento, com a esquerda crescendo cada _ https://t.co/bk9PjsSAUK",0
"Não precisamos de um dia da consciência negra, branca, parda, amarela, albina... Precisamos de 365 dias de consciência humana.",0
"NÃO PRECISO FALA NADA PRA PEGA AS DONZELA NO CARNAVAL, SÓ MOSTRO MINHA CARTEIRA ASSINADA, 48 ANOS DE TRABALHO HONESTO ELAS FICAM ENCHARCADAS",1
Não quer morrer cedo ?-não consuma drogas- não leve drogas para as Filipinas-Não entre por engano em favela dominada pelo tráfico,0
Não quer refugiados? Então pare de criá-los. https://t.co/1WsMwmteIO,1
"Não reclame d assédio,se vc sai c/ um pervetido sexual q conheceu há 2 min. e exije q ele te respeite, mesmo vc estando alcoolizada /drogada",0
Não sabem fazer conta direito mas dar o cu já sabem bem https://t.co/exmihM6cmY,1
não sabe que cor é bege,0
"Não sabia que o Don-G, o Pro e o NG já tavam em Lisboa!!! O Masta ficou em Angola",0
não são nem sete da manhã ainda e tá minha mãe tentando descobrir se eu 'desisti de ser sapatao',0
Não se esqueçam da hashtag #RacharLenhaPreta https://t.co/pQvcgCkrwe,1
não se esqueçam de começar a redação com ousadia primeiramente s2 temer,1
não se esqueça que se vc votou na dilma votou no temer tb agora n reclama,1
não sei como esse cara não virou fixo do elenco do @TheNoiteOficial https://t.co/Lxk7uwfr5C,0
Não se iludam: um dia isto chegará Portugal. Só votando #PNR se vai evitar esta invasão.@Refugiados_Pt https://t.co/HyjExlPhM3,1
"Não sei o resto da direita, mas eu só quero um dia não precisar mais me preocupar com politica...",0
Nao sei porque as pessoas assustam quando descobrem que  eu recebo refugiados em Casa... Acharam que eu era ativista de Internet?,1
Nao sei qual é a parte de que neste momento nao quero ir para angola que eles nao entendem,0
Não se passa nada na Suécia! @realDonaldTrump https://t.co/DB682WoBJK#Sweden #RenovarPortugal #PNR,0
"Não se preocupem, nos livrar dos limites estatais, o que trará competitividade, estará na fase 2 e 3 do plano de sa _ https://t.co/IG5kPwZqvV",0
"Não se sinta mulher de verdade se você ofende outras mulheres chamando-as de feia, estranha, magrela, gorda, etc",1
"Não somente hoje, mas todos os dias, que você seja reconhecida e amada.Feliz dia internacional dá Mulher!!! https://t.co/HjhL3kdQtu",0
"Não somos discriminadores, ao contrário, queremos igualdade! #orgulhohetero",0
"Não somos fufas, nada a ver, somos fofas https://t.co/vZEWgzbDgU",0
"'não sou ateu, sou AGNÓSTICO'GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É #PAZ",1
Não sou fã da Lady Gaga mas tenho de admitir que ela está provavelmente a fazer o melhor show de intervalo da história do #SuperBowl,0
NÃO SOU PRECONCEITUOSO até tenho uma empregada negra,1
"'não sou vegetariano, sou VEGANO'GRANDE BOSTA FIO, NÃO COME CARNE PRA MIM NEM GENTE É#PAZ",1
"Não têm mais que fazer? Que falta de seriedade nas notícias! Já agora, ridículos puritanos: os 2 pesos e medidas... _ https://t.co/k2jt4mv048",0
"Não Tanto Quanto Você Militante @FafaGramacho1 Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da _ https://t.co/oaPM8Qw14h",0
não tás mesmo a ver a cena... eu tou mais minado que os campos de angola no ultramar https://t.co/lQY3rlDLyX,0
nao tava entrando no twitter pq eu estava perdendo tempo vivendo #V1D4L0K4,0
'....não tem barriga tem calo sexual...',0
nao tem como a anavitoria morena nao ser sapatao GENTE,1
"'Não temos capacidade de conter CRIMINOSOS, vamos então legalizar drogas pesadas.' Um absurdo total, coisa de VAG _ https://t.co/LxYgnJU1SG",1
Não temos imprensa de direita no Brasil. Só imbecis esquerdistas acreditam que a imprensa no Brasil é de direita. https://t.co/xrFf7kWiVv,0
"não tem pinto, tem orgulho !",1
"Não tem problema nenhum o cara usar saia, mas por favor, não fale q é coisa d homem hétero, brasileiro,não indígena.Quem usa saia é viado!",1
"Nãotenha vergonhade falar e escrevercorretamentea língua portuguesa.Ela é a nossapátria em Portugal,Moçambique, Angola,Guiné eaqui",0
Nao tenho mta paciência http://t.co/wcshisiBQj,0
Não tenho nada contra refugiados e até acho bem serem acolhidos,0
Não tinha reparado com aquela menina é gata,0
"não usa camiseta sem manga, a menos que vá malhar ou praticar algum esporte.",0
"Não usa roupa cor-de-rosa, nem roxo.",0
"NÃO USO ISSO GOSTO DO TÉTE A TÉTE, CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA, UM AMANTE A MODA ANTIGA  #JoaquinResponde https://t.co/lPfxQzYsMD",1
Não vê essa merda de Crepúsculo! Pra isso temos a cinebiografia do Chuck Norris....,1
Não vejo a hora da gorda feia da Roberta rala,1
Não vejo nada de errado só acho que existe uma idade própria pra se introduzirem certos conceitos cada família deci _ https://t.co/Tc2Ho6xbe8,0
nao vem me culpar agora nao tenho nada a ver com isso votei no aécio,0
Não vi nenhuma feminista de esquerda dando parabéns a elas Dia Internacional da MulherFELIZ DIA DAS MULHERES _ https://t.co/kuKQudUaw5,0
Não vou mais arrumar treta no Twitter...Eu juro....,0
"Não vou orar, sou ateu https://t.co/MerDvnfR9v",0
Não vou pro céu! #fato,0
@NASA @Tanya_Dyagileva @DNPSP Tenho um pai e mãe tão bom não é que me dão amor Sérgio e Angola veia sem culpa Toni vamos a Zulmira querido!,0
Nas opiniões segue tudo normal. Fazendo piada de estupro coletivo daquela garota lá dos 33 q a mídia parou de falar e geral esqueceu e pior,1
Nas Principais Nações da UE Maioria Apoia Veto Estilo-Trump' Pesquisa de mais de 10.000 pessoas em 10 países... _ https://t.co/l0hYRE2tsK,0
"Nas redes sociais, as ativistas criaram uma 'vaquinha' para ajudar no pagamento das dívidas. Até a publicação... https://t.co/x7laK54K62",1
"Na Suécia... está tudo 'bem', não é?#Sweden #PNR #Refugees #fakenews @realDonaldTrumphttps://t.co/Y3Sap1TUTW",0
"@Nath_santos20 - coisa feia é tu leitoa, tá gorda igual uma porca ..",1
"@nathirsouza pode me mandar isso, por favor?",0
"@nathisouzzaa UÉ digo eu, projetinho de sapatao",1
@natvelasequeres @Chiiaritta a ideia não é ter razão Nat podes entrar na conversa se tiveres ideias aprendemos todos os dias,0
@natvelasequeres @Chiiaritta uns mais liberais outros mais conservadores trocamos ideias mas não ditamos como cada um deve educar os seus,0
"Ñ conheço Putin, ñ tenho negócios na Rússia e os haters estão insanos - mas Obama pode negociar com o Iran, #1 em t _ https://t.co/m41QXLBhNz",0
Negociação do salário mínimo em Portugalhttps://t.co/1LRcGS1Ajt#RenovarPortugal #PNR,0
"...negociações ou design. Quando eu me envolver, como no F-35 FighterJet ou no programa do Air Force One, o preço V _ https://t.co/MOpoCGWiyh",0
"negras, queimem seus sutiãs, vocês estão se apropriando da cultura branca norte-americana!!!",1
negros de bem,0
'83 negros mortos por dia no brasil' e os brancos não morrem também???,1
Nem As própriAs candidatAs votam nelAs mesmAs: https://t.co/A0MTriB5R1https://t.co/qMDbmCLrJH,1
Nem eu tô me reconhecendo mais !Eita mulher burra,1
"Nem mais! Não gostam, não comam. Façam boa viagem!#ForçaTrump https://t.co/KVuoX5XC9e",0
"Nem toda denúncia de estupro é verdadeira.Infelizmente só descobrimos isso,após a vida do suposto agressor ter sido destruída.",0
Nem uma menos no STF https://t.co/IzSZVKiqrA via @cartacapital,0
"Nem um nem outro. Refute o que falei com fatos, lógica e verdades! https://t.co/uF5MFuUazQ",0
ne nao seus comunista como é que cês tão,0
nenhuma ditadura é boa mas pelo menos os militares de 64 livraram o brasil de uma possível cubanização,0
"NENHUM, MAS QUE FIQUE CLARO: SOBREPESO FAZ MAL A SAÚDE EU TENHO ÁCIDO ÚRICO (GOTA) DEVIDO A ISSO.  #JoaquinResponde https://t.co/MhY3Q3mTpz",0
neoliberalismo do Temer vai fazer o Brasil crescer assim como os governos do Collor e do Sarney,0
Nessa quinta eu vou visitar pela primeira vez a @_boladeneve do TatuapéAnsioso,0
Nesse dia das mulheres seria muito bom vocês pararem de retratar a mulher como louca/ciumenta/burra/frágil,0
"Nesse Dia Internacional da Mulher, experimente dar panos de prato para alguma feminista, ela vai amar!",1
Nesse mesmo período foram ASSASSINADOS 2'720 cidadãos brasileiros comuns. Vocês vão falar alguma coisa também?? https://t.co/1Q9WT5Avvx,0
"@NetMane como diria Trump, Califórnia é  quase México...",0
@NetMane olhe que não. Eles sofrem metamorfoses e regressam sempre no dia seguinte escondidos num ovo.,0
New post: 'União Europeia ameaça com sanções países que não recebem refugiados' https://t.co/7cmcsXrGCk,0
"NEYMAR FEZ O FAMOSO GOL 'OLHO AZUL EM GORDA'BONITO, MAS NÃO SERVE PRA NADA",1
Neymar jogou bem!??? Kkkkk,0
Ngm quer ir cmg na noite do branco,1
"@ning_em não, por questões d adaptação, mete um inglês branco como neve em angola e vê em qnt tempo ele apanha um escaldão",1
"'Ninguém chega em casa falando “mãe, sou hétero”. Então por que tem que chegar e dizer “mãe, sou gay”?” BY @MariaGadu. #epronto",1
Ninguém pode matar a razão e a coragem! O medo não passa por aqui! @jpintocoelho60 https://t.co/gweifgY6vO#Portugal #PNR,0
"1) No Brasil tem muito assassinato não porque tem muita arma, mas porque tem muito bandido.#Desarmamento",1
no capitalismo eu posso pegar pokemon e aí https://t.co/Z7G92JzToX,0
"No centro, trânsito lento na Rua Pedro Ivo, desde a Rua João Negrão, nas proximidades do Terminal Guadalupe, até a Rua Barão do Rio Branco.",0
"No 10 de Junho, com a nossa habitual #MarchaDaNacionalidade, arranca a campanha autárquica do #PNR. Venha connosco! _ https://t.co/SCO6edomHX",0
"No dia da mulher, nao vi 1 palavra do movimento feminista pra defender essas mulheres do ISLÃ. Ja pra defender o co _ https://t.co/MabOl65VNC",1
No dia 10 de Junho de 2016 - Todos os caminhos vão dar ao Largo de Camões https://t.co/PWoSAsbq6k,0
No Dia Internacional da Mulher junte-se a mim honrando o papel crítico das mulheres aqui na América e ao redor do m _ https://t.co/EW1r8af8be,0
@NodoaNegra basta mostrar o externo,0
@NodoaNegra Por um Portugal mais seguro,0
No fim do texto a capa já coloridaEm branco dava para pintar https://t.co/Vzdlsd5gay,0
"No futebol, #HQEH é atacante. Acha meio-de-campo coisa de veado.",0
4 noiados vaiam e vira notícia https://t.co/QqPaTzAz73,1
"No Iraque, 'Call of Duty' é conhecido como 'The Sims'",0
"nojo desses omi, ainda bem que eu sou sapatão",1
"'No livro best-seller do New York Times “Má-feminista:  ensaios provocativos de uma ativista desastrosa”,... https://t.co/ZJiFNueXf5",0
"No mês de março, em que regularmente celebra-se o Dia Internacional da Mulher, a Federação Sul Americana de Krav... https://t.co/3oKXs1wSkj",0
"Nomes não faltam: vigaristas, corruptos, aldrabões, assassinos, vendidos, traidores, pedófilos, aberrações... _ https://t.co/r3eeCZ5d8S",1
Nonie Darwish é escritora e ex-muçulmana egípcia. Ela não esconde a verdade sobre o islão. Ela lançou mais um... https://t.co/o2gfTV6jtD,0
"@nonvieri é, eles trocaram",0
Noruega: refugiados não aceitam apartamentos populares não; exigem casas! https://t.co/5DFEpAP5NG,0
"No Sábado, dia 24 de Setembro, pelas 20h00, o PNR realiza o seu “Jantar de Reentrada Política”, em Lisboa. https://t.co/0Bop6FBW2p",0
Nos EUA...puxou a arma pra policia é igual a  TER O DIREITO DE SER BALEADO !impressionante esse video !!  https://t.co/DRPHoPwX4V,0
"Nós heteros, que AINDA somos maioria, devemos nos unir contra a ditadura da minoria. Abaixo a #heterofobia !!!!",1
Nós não elegemos MP para sermos 'legislados'  por elesAbsurdo esse processo.O prefeito e os vereadores  de... https://t.co/tWyAGDukec,0
“Nós não podemos viver num mundo tão conflituoso e tão problemático sob o ponto de vista da situação social ao... https://t.co/eH8nw5UD9x,0
"Nos primeiros 30min da Red Carpet só vemos a malta que ninguém se lembra quem é.Ou como se diz em Portugal, 'vencedores do Ídolos'#Oscars",0
Nossa companheira @cynaramenezes prefere a Europa. Que bom! Uma vez que lá está tomado por terroristas.. Se quiser _ https://t.co/CiBkxHXRpR,0
"Nossa!!!Esse povo do whats, não come, não dorme, são viciados.Jesus amado!!",0
Nossa G1 que preconceitoTa dizendo que as mulheres são incapazes de fazer um curso mais complexo?Pq não existe ne _ https://t.co/lTGmoNr7zS,0
"- Nossa, mas feminismo necessário hoje em dia? : https://t.co/UVPYCewlCp",0
"Nossa, não gosto de cameras.. rs (@ryan_reminho live on http://twitcam.com/11hdu))",0
Nossa!!! Segundo esse 'Jênio' ateísta esquerdista os cristãos são os grandes perseguidores de religiosos!!!!! https://t.co/yDy5LBxYHM,0
Nosso livro tá com 20% de desconto na @saraiva! Não percam! https://t.co/qHHp7SMH7t via @saraiva,0
"Nosso livro tá com um mega desconto na @amazon! Sai só por R$ 17,94! https://t.co/4XWtzrIYYx via @amazon",0
Nosso maravilhoso novo plano de saúde pública está em revisão e negociação. O ObamaCare é um total e completo desas _ https://t.co/ba3DBrlKqJ,0
"Nos ultimos 5 anos fugiram 52 reclusos das prisões portuguesas. Curiosamente, nenhum deles era banqueiro ou ex-governante...",0
10 notícias que provam o quanto o feminismo é necessário  https://t.co/3mIKQvLOHL,1
Novela da CGD – IIhttps://t.co/M5TP8y8kM6#CGD #PNR #Bancos #Portugal,0
"Novo livro de Nick Adams, o Guerreiro do Green Card, é leitura obrigatória. A meritocracia é o caminho, Canadá e Au _ https://t.co/W9O0pHwjKP",0
16 novos djs na área galere #FinalBBB13,0
Novo trailer do OVERDOSE DE TOURETTE - ON THE ROAD.Hoje explicamos o que é um Rui Cruz#OverdoseDeTourettehttps://t.co/T1qL8JkXv6,0
N sou racista pq racismo É CRIME e crime é coisa de pretokkkkkk,1
*numa conversa normal sobre uma amiga minha*Mae: 'mas tu só te dás com fufas e bis porquê?' ://,1
"NUNCA PENSEI EM DIZER ISSO.MAS,VAMOS COPIAR OS EUA. AGORA PODEMOS!!!.#Trump Quer Ação Maior _ https://t.co/f1lzzFAUkU",0
"Nunca vi a imprensa nacional tão descarada e parcial. Virou torcida de arquibancada. Patético! Aliás, democrática _ https://t.co/tOlvYTnnZR",1
nunca vou conseguir emagrecer vou ser sempre essa gorda feia e fracassada,1
'Nutella pode provocar cancro'.Espero que esta notícia ajude a diminuir a taxa de obesidade.Basta os gorditos continuarem a mamar Nutella,1
N vou aguentar aquele tanto de sapatão na sala que fica me encarando..,1
@nyahler Eu mesmo me considero mais bonito que o George Cloney ...,0
"@nyahler Uma pessoa com anorexia se considera GORDO, mas é MAGRO. voce pode se considerar o que quiser...mas biologicamente é so XX ou XY",1
@o__ferreira Volta para a tua terra,1
"@o_anjo14 @Valeriy_Yuri Oh fds um ucraniano de merda vem para aqui, volta para a tua terra fdp",1
O amigo passa o ano inteiro dizendo: 'aquela é puta' 'gorda' 'não pego pq é feia' 'feminazi' E AGORA VEM COM ESSA HIPOCRISIA,1
@OAngelo82 @odedonafrida Ia puxar do emoji do cão triste. Não foi preciso,0
"O argumento: 'abriram o bueiro'Mas não refuta uma só linha do que eu falei!  A verdade tortura, né? https://t.co/TmpjpEzzld",0
"o argumento da retardada é mostrar que sabe ler.Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/TzZ6WBlhPB",1
O arranque da Tour 'Overdose de Tourette -OTR' foi assim.A caravana segue já dia 10 para Vila Real e dia 11 para a _ https://t.co/vkP9WZ5Sa8,0
"O arranque do'OVERDOSE DE TOURETTE-ON THE ROAD' está prestes a acontecer:-4 Fev,Figueira da Foz.INFO:reservas@ca _ https://t.co/xzAoqIMPdt",0
"o atentado em orlando nao tem nada a ver com os discursos preconceituosos do trump e do bolsonaro, a culpa é do estado islâmico!!!!",1
@oautor Espero que ganhem. Tenho muitos amigos do Sporting e fica difícil falar com eles com uma distância de 13 pontos,0
O balanço divulgado pela Polícia Militar revelou que ao menos uma mulher foi agredida a cada quatro minutos no... https://t.co/SuVbgUQPId,0
O Barça viu o PSG de branco e pensou que fosse o Real... aí deu no que deu né kkkkkk,0
O Barcelona empatou no campo do Bétis depois deste golo não ter sido validado.É óbvio que #ACulpaÉDoBenfica https://t.co/0QxbHjBEFn,0
O Barcelona venceu o PSG graças ao feminismo,0
O Batáguas também vai ter de fazer o mesmo Joana https://t.co/MAmYuhv6Rt,0
Obg aos nossos grandes Xerifes e Chefes de Polícia pelo seu serviço & liderança. Vocês tem um verdadeiro amigo na _ https://t.co/1aOMPZ4whQ,0
"O #BlocoEsquerda, ponta-de-lança na cultura de morte, quer agora legalizar a Eutanásia.Por mim defendo a Vida e sua dignidade.@EsquerdaNet",0
"o #BlocoEsquerda, promotor da Eutanásia, não tinha este tema no seu programa eleitoral. Isto é honesto?@EsquerdaNet https://t.co/CyYCcDKPj4",1
O BLOCO PORÃO DO DOPS É BEM MAIS ANIMADO...VENHA CAIR NESSA FOLIA @vanessasenadora #PAZ https://t.co/bIwPH4RQFy,1
o bolsonaro nao parabenizou o cunha de vdd gente isso é culpa da edição do video,0
#OBomDeSerBrasileiroÉ que pelo menos nao vem refugiados do Oriente médio pra kos caras nao sao burro,1
o brasileiro está cansado de ser enganado!!! sos regime militar get out dilma,0
o brasil em crise e esse drogados só querem saber de droga https://t.co/9DVO4wngQA,0
O BRASIL NÃO QUER LEGALIZAÇÃO DE DROGAS #STFLegalização das drogas é rejeitada pela maioria da população... https://t.co/zM4PNOcdaI,0
Obrigada amigos.Já passamos de 600 inscritos em 24 horas. Inscreva-se no meu novo canal de entrevistas.Vamos... https://t.co/FrF0HqrMx7,0
Obrigado a @exxonmobil pelos $20 bilhões de investimento que estão criando mais de 45.000 empregos de indústria e c _ https://t.co/6VuiYFglur,0
Obrigado ao primeiro ministro da Austrália por falar a verdade sobre nossa educada conversa que a mídia de NOTÍCIAS FALSAS distorceu. Ótimo!,0
"Obrigado Brian Krzanich, CEO da @intel. Um grande investimento ($7 BILHÕES) em INOVAÇÃO e EMPREGOS Americanos! _ https://t.co/XWXvkPX2IG",0
Obrigado Eli Lake do Bloombarg View - 'NSA e FBI...não deveriam interferir em nossa política...e é' Uma situação mu _ https://t.co/R2YMaXu1N2,0
Obrigado pelos grandes comícios por todo país. Tremendo apoio. Vamos Tornar a América Grande Novamente! https://t.co/ncyrBNc5aQ,0
Obrigado por todos os elogios na Conferência de Imprensa ontem. Rush Limbaugh disse que foi uma das melhores. E a m _ https://t.co/ciHsjyqcVf,0
"Obrigado Porto!Hoje seguimos para Aveiro.Teatro Gretua, 22h00.#OverdoseDeTourette#OnTheRoad#RacharLenhaPreta https://t.co/mTul25WiaV",0
"Obrigado, @samsung! Adoraríamos tê-los aqui! https://t.co/pqg6E3mIeO (SAMSUNG PODERÁ TER FÁBRICA NOS EUA)",0
OBRIGADO SÃO MUITAS PERGUNTAS NÃO DA PRA RESPONDER TUDO 11:30 VOU FUMA UM CIGARRO BEBE UMA CAIPIRA COMPRA UM FRANGO ASSADO  #JoaquinResponde,0
OBSERVAÇÃO: ESTAMOS NA QUARESMA (FAVOR SUBSTITUIR O XIS BÊICON POR PEIXE FRITO)O RESTO TÁ TUDO LIBERADO. OBRIGADO.,0
OBSERVAÇÃO IMPORTANTE SOBRE O #DIAINTERNACIONALDAMULHER https://t.co/0vGVU7iho2,0
#observador Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita _ https://t.co/TmjEC69oSt,1
"O 'bullying' dos hipócritas da comunicação social e dos diversos sectores da sociedade.Força, @realDonaldTrump https://t.co/bIxHoC18SL",0
"O Canadá quer receber 40 mil refugiados,resumindo 40 mil desempregados.Isso não explicam para a população.",1
O canalha e ditador @NicolasMaduro conseguiu destruir a Venezuela.Venezuelanos fogem para Brasil e outros países d _ https://t.co/OnUMT25wZe,1
